2018-04-02 09:29:23,188 [Worker-4] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2018-04-02 10:07:03,771 [Worker-5] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2018-04-02 10:21:37,653 [Worker-4] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2018-04-02 11:31:43,482 [Worker-7] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2018-04-02 11:38:26,969 [Worker-0] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2018-04-02 12:49:53,389 [Worker-38] INFO  j.exodus.env.EnvironmentImpl - Exodus environment created: E:\SHASHI REAL DEVELOPMEMENT\.metadata\com.genuitec.eclipse.webclipse.livepreview\0\store
2018-04-02 12:49:53,575 [Worker-38] INFO  j.exodus.env.EnvironmentImpl - Exodus environment created: E:\SHASHI REAL DEVELOPMEMENT\.metadata\com.genuitec.eclipse.webclipse.livepreview\1\store
2018-04-02 22:26:09,722 [Worker-7] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2018-04-02 22:39:07,468 [Worker-1] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2018-04-02 22:46:40,496 [Worker-4] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2018-04-02 22:48:51,105 [main] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repository.jboss.org/nexus/content/repositories/snapshots/org/jboss/tools/archetypes/jboss-forge-html5/1.0.0-SNAPSHOT/maven-metadata.xml
2018-04-02 22:48:51,914 [main] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repository.jboss.org/nexus/content/repositories/snapshots/org/jboss/tools/archetypes/jboss-forge-html5/1.0.0-SNAPSHOT/maven-metadata.xml
2018-04-02 22:48:52,236 [main] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repository.jboss.org/nexus/content/repositories/snapshots/org/jboss/tools/archetypes/jboss-forge-html5/1.0.0-SNAPSHOT/jboss-forge-html5-1.0.0-20141008.164625-12.pom
2018-04-02 22:48:52,847 [main] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repository.jboss.org/nexus/content/repositories/snapshots/org/jboss/tools/archetypes/jboss-forge-html5/1.0.0-SNAPSHOT/jboss-forge-html5-1.0.0-20141008.164625-12.pom
2018-04-02 22:48:54,573 [main] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repository.jboss.org/nexus/content/repositories/snapshots/org/jboss/tools/archetypes/jboss-forge-html5/1.0.0-SNAPSHOT/jboss-forge-html5-1.0.0-20141008.164625-12.jar
2018-04-02 22:48:55,149 [main] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repository.jboss.org/nexus/content/repositories/snapshots/org/jboss/tools/archetypes/jboss-forge-html5/1.0.0-SNAPSHOT/jboss-forge-html5-1.0.0-20141008.164625-12.jar
2018-04-02 22:49:17,655 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repository.jboss.org/nexus/content/repositories/snapshots/org/jboss/tools/archetypes/jboss-forge-html5/1.0.0-SNAPSHOT/maven-metadata.xml
2018-04-02 22:49:18,929 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repository.jboss.org/nexus/content/repositories/snapshots/org/jboss/tools/archetypes/jboss-forge-html5/1.0.0-SNAPSHOT/maven-metadata.xml
2018-04-02 22:49:20,094 [ModalContext] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Collecting project info '/pom.xml' E:\SHASHI REAL DEVELOPMEMENT\Test_angular_project\pom.xml
2018-04-02 22:49:23,395 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/jboss/spec/jboss-javaee-6.0/3.0.2.Final/jboss-javaee-6.0-3.0.2.Final.pom
2018-04-02 22:49:24,032 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/jboss/spec/jboss-javaee-6.0/3.0.2.Final/jboss-javaee-6.0-3.0.2.Final.pom
2018-04-02 22:49:29,523 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/plugins/maven-war-plugin/2.4/maven-war-plugin-2.4.jar
2018-04-02 22:49:31,387 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/plugins/maven-war-plugin/2.4/maven-war-plugin-2.4.jar
